TCGA.AZ.4616.01,5347.844542,10675.68128,5385.450829,4957.011509,402.460603,375.434358,1137.40688,12.6751,19778.07891,546.705333,422.363653,31.006855,1616.127587,4507.831117,8679.510209,5.028139,7.646961,421.839888,1599.786136,16788.22192,32976.62879,8.799243,8.69449,20.636319,30.168832,220.190575,203.220607,1252.635059,23.674153,904.645958,2.304564,81.288243,84.640335,7.96122,2.304564,7.856467,3.771104,925.806042,29.749821,15.817686,72.384247,4.190116,239.255601,77.517139,13.617876,15.608181,474.635345,1043.862549,911.140637,485853.0174,34.673207,2180.95517,0.838023,135.131228,695.140178,15340.74649,191.069271,6.913691,131.988641,2895.474633,206.467946,14.665405,4.085363,324.838712,57.404584,136.388263,288.384706,4.71388,604.633681,487.834209,371.663254,131.045865,44.624731,9.008749,9007.282002,767.210167,4070.278295,47.976824,144.035224,3.24734,20.845825,3.037834,355.426556,16767.16659,170.642458,34.987465,3231.940916,3332.922702,21.683848,83.802312,194.107105,105.590913,1290.450852,347.151078,6.704185,42.948685,52.271692,607.671515,1091.73462,1454.91289,5.237645,81.707254,749.821187,904.3317,7103.712484,7684.148248,191.488283,189670.1918,454.941801,13.722629,30.168832,326.514758,17.703238,8.484984,0.73327,35498.65937,333.323696,100.667527,507.003988,35.406477,1847.631474,611.023608,12.360841,2880.390217,4255.586157,1.047529,1451.560797,407.698248,1526.249608,1059.680236,3905.292493,9037.136576,192.535812,192.535812,901.81763,3434.113994,170.432952,127.903279,2145.758199,4223.636526,18.12225,587.873219,94.696613,18.017497,23.359894,8.170725,47.767318,15.608181,107.476465,14.455899,81.18349,15.084416,14.351146,37.501535,47.662565,10.999053,98.886728,284.404096,10.684795,13.40837,13.827381,11.732324,6.075668,603.481399,47.767318,13165.34322,238.941342,916.168776,55.519032,14.979663,21.264837,14.246393,12.884605,6.704185,119.6278,136.912027,139.949861,133.03617,9.323007,6.808938,134.188452,77.726644,129.055561,49.338611,53.947738,4.294868,0.838023,17.284227,6.075668,8.065973,131.464877,26.292975,11.941829,6.389926,33.835183,2.933081,597.615238,4.609127,116.170955,2.514069,4.399621,149.796633,39.806098,4.190116,2.514069,199.554256,164.043026,34.463701,4.71388,705.091703,2.199811,68.822649,37.501535,17.912744,21.788601,11.313312,4.818633,53.947738,48.605341,18.017497,4.71388,16.865215,16.027192,279.061699,15.712934,651.039212,653.343775,32.682902,9526.018313,58.033101,1766.028973,3.456845,6.389926,10.056277,10.370536,49.443364,70.498695,8439.94035
TCGA.AZ.5403.01,6544.573006,12976.26002,6514.351558,11606.59142,823.978882,171.25487,810.719962,8.666445,11648.14591,372.212683,784.053979,77.553568,3442.356218,6388.280715,11271.63704,1.259227,4.592475,303.473704,1373.446281,49269.47798,20673.17386,4.740619,2.444382,124.95976,6.888712,214.661165,269.400503,1020.122003,11.333043,1160.562848,0.66665,31.184386,26.517839,9.18495,1.777732,3.036959,1.999949,418.285576,24.888251,15.777373,85.553363,15.110724,361.175928,17.332889,15.407013,23.184591,686.72314,483.691307,402.878563,391705.5904,54.072688,1886.322025,2.666598,103.404757,529.838272,15417.01228,167.032756,2.888815,96.071612,2302.237291,261.919213,18.3699,3.036959,137.033525,73.627743,83.479342,260.511842,2.666598,733.6849,941.309208,327.547161,190.439564,93.108725,43.702584,10628.8387,155.847858,4552.772203,31.851036,73.924031,2.148093,12.295981,2.74067,310.584632,25579.56663,97.627127,20.517993,4619.659378,4814.913633,30.888097,128.811513,1771.658297,69.924134,92.071714,149.848011,3.555464,4.296186,5.481341,938.494465,1605.810696,2107.501541,4.592475,60.368823,1040.714068,1027.603293,5924.73704,5870.219919,317.399273,227997.638,99.256715,5.925774,23.999385,603.688231,44.147017,32.962118,1.333299,48036.39848,110.886047,26.591911,312.88087,35.036139,1822.397737,755.758408,7.999795,2404.308749,6259.172913,0.518505,1444.481497,314.658602,912.569204,1135.156092,5049.426141,4364.258516,83.183053,88.071817,403.397068,5357.19603,171.773375,149.181362,3417.764256,5749.260056,10.22196,236.438385,21.184642,16.444023,7.999795,3.481392,16.518095,6.740568,119.330275,12.518198,148.366568,13.110775,6.962785,15.629229,54.591193,5.999846,27.702994,251.326892,10.444177,8.962733,8.962733,12.295981,7.629434,1115.749182,35.999077,8807.403899,171.106726,1157.822177,81.405321,26.443767,31.554747,14.518146,10.444177,3.40732,57.331864,112.811923,295.325764,132.515122,8.962733,7.851651,96.590117,95.627179,63.109494,23.110519,37.406449,4.222114,0.66665,21.184642,4.592475,14.29593,187.328532,28.295571,5.629485,5.259124,14.962579,1.407371,659.983085,6.888712,206.66137,1.333299,2.296237,257.178594,14.221858,2.296237,1.999949,178.73616,98.515994,20.44392,6.073918,186.58781,6.073918,60.368823,23.629024,14.740363,33.258407,8.444228,3.851753,14.518146,51.554234,9.481238,2.74067,10.370105,10.740465,182.439769,24.295674,102.738108,104.960273,126.737493,14531.70163,53.10975,3591.53758,1.925877,5.999846,9.777527,11.777476,55.924493,124.811616,9954.411539
TCGA.AZ.5407.01,7832.173661,15747.70332,7923.572784,11680.44234,150.625755,267.616633,262.498282,10.602298,12547.63722,548.760335,516.953441,27.419737,807.968249,7458.534046,19334.57051,3.655965,6.580737,350.24144,2227.579429,98456.59785,27304.20845,6.580737,4.387158,291.380405,9.871105,147.335387,58.495439,804.312284,13.52707,291.746001,0.365596,80.796825,65.441772,7.677526,3.655965,1.827982,4.021561,786.032459,4.021561,25.957351,75.312877,5.483947,103.098211,52.645895,6.946333,23.032579,756.053547,1346.857479,951.64767,135739.7626,117.722071,610.180546,6.580737,431.769458,447.12451,92449.11628,282.606089,1.096789,301.25151,5421.430389,140.75465,10.602298,1.096789,789.688424,115.528492,192.303755,477.834616,5.118351,973.949056,652.955336,549.125932,145.507404,77.14086,21.570193,35072.40273,96.517474,15196.01822,51.914702,136.733088,2.559175,10.967895,8.774316,362.306124,52604.58253,77.872053,11.333491,12108.19024,12586.02486,34.731667,493.189669,1560.000234,73.119299,42.409193,125.399597,6.580737,3.290368,8.774316,252.992773,399.962563,524.630967,4.387158,91.399123,3068.816959,2865.545309,17067.87226,35803.23012,369.252458,188832.782,163.421632,3.290368,4.021561,508.544721,11.333491,9.505509,5.483947,26856.35275,170.367966,56.667456,97.97986,65.441772,3272.088609,1012.336688,5.483947,2738.31773,7250.144045,2.193579,1462.38597,589.707143,1457.998813,1266.791847,3835.838401,7395.651449,159.400071,155.012913,942.873354,4519.869438,131.614737,117.722071,6326.647305,10363.92937,12.795877,371.811633,33.634877,10.967895,10.602298,5.118351,37.656439,10.602298,443.834142,5.849544,267.982229,16.086246,6.946333,19.742211,76.04407,8.043123,47.161948,301.982703,16.086246,13.892667,16.817439,5.849544,2.559175,1674.797533,42.77479,42919.56585,524.26537,454.802037,28.882123,7.677526,8.043123,4.021561,2.193579,3.290368,87.743158,30.710105,170.733562,273.466176,3.655965,4.752754,270.907001,79.334439,45.699562,34.000474,88.474351,1.462386,1.462386,2.924772,5.118351,12.795877,310.391422,53.377088,9.505509,2.559175,24.860561,0.365596,1179.414285,1.827982,114.797299,3.655965,2.559175,104.195,29.613316,6.580737,72.022509,204.734036,463.941949,39.484421,17.183035,825.882477,3.290368,103.463807,40.946807,7.31193,42.409193,13.892667,4.387158,25.957351,8.408719,14.989456,3.290368,27.419737,5.849544,80.431228,6.946333,84.818386,83.356,180.239071,16270.50631,76.775263,5178.674318,0.365596,13.892667,16.451842,18.645421,82.259211,22.666983,5034.6293
TCGA.AZ.6598.01,5536.23317,11177.52069,5595.782695,7170.287109,193.255061,866.651573,1062.528312,11.98481,13961.74187,1047.921825,1030.131872,10.861234,1657.649033,11449.23881,26460.58786,8.239557,24.905933,1802.028541,3698.811987,12343.79251,26730.05882,51.49723,18.539003,7.865032,81.833781,361.978715,117.975473,1737.235662,45.317563,585.195801,18.726266,94.942167,100.747309,10.299446,8.801345,20.224367,25.280459,1940.602907,15.730063,64.792879,138.761628,3.183465,227.898653,135.765426,8.614082,14.231962,1079.194688,3461.550201,1528.812326,88580.29252,21.16068,938.560433,4.494304,310.481484,735.005926,90019.21877,594.746196,14.419225,412.914157,6062.441235,179.959413,95.87848,3.55799,238.385361,174.15427,400.554822,645.307114,12.546598,1999.403381,1680.495078,789.686622,544.372542,161.794935,60.485838,31448.70323,4938.490772,16609.2613,76.403164,361.042401,2.434415,52.808069,1.685364,982.75442,50543.8763,89.137024,45.1303,9707.508839,10005.81825,21.16068,210.483226,2971.671093,820.772223,480.890501,1833.863193,14.79375,11.048497,18.913528,363.851341,605.60743,811.783615,13.108386,157.487894,2336.850688,2335.352587,25022.41066,5710.761966,633.135041,207692.8248,991.743028,9.550395,10.112183,281.643035,7.303244,11.423022,10.673971,41695.71579,136.889002,51.122705,280.706722,46.628401,3217.734223,743.245483,16.479114,3166.79878,18940.68137,2.621677,1981.051641,676.954502,1527.876013,1471.884478,5412.265292,10386.89776,334.263841,353.92642,1008.971192,1442.858767,445.310597,321.155456,6755.874851,9538.036135,55.991534,1038.558692,108.237815,69.848971,63.294778,15.355538,71.534335,45.692088,270.03275,12.172073,95.87848,24.344145,121.533464,41.197784,64.605616,35.205379,143.068669,489.130058,9.17587,7.303244,9.550395,7.490506,4.494304,876.763757,83.89367,91927.6125,820.210435,631.63694,33.894541,11.610285,19.662579,7.303244,10.299446,6.741456,225.651501,118.162736,550.177684,469.467479,4.307041,4.307041,53.744382,129.02397,648.490579,57.489635,27.714873,2.434415,7.677769,13.482911,2.621677,7.865032,274.901579,50.186392,20.037104,4.307041,60.485838,1.685364,1670.757419,4.494304,117.788211,8.052294,11.048497,564.409646,158.049682,10.673971,50.74818,1428.626805,2669.990953,162.16946,117.03916,1235.933531,7.115981,242.879665,62.171202,14.981013,43.257674,9.924921,17.415427,79.773892,29.962025,74.7178,8.239557,26.591297,7.490506,143.443195,9.363133,34.081803,30.149288,170.59628,33040.81034,212.355852,11339.69015,8.239557,31.085601,26.216772,52.995332,56.178797,41.759572,18933.56539
TCGA.AZ.6599.01,6766.563428,13586.54784,6828.15965,14023.78234,522.087884,487.41358,299.242056,13.108578,8911.718801,802.160406,437.93927,23.398107,1341.867347,12957.61799,6703.98054,3.241906,10.430481,516.308833,1209.231089,145711.2891,42606.96635,8.316195,12.967626,11.135244,28.331443,119.950537,135.173402,1125.223427,20.297153,363.939232,1.691429,44.681927,41.440021,13.672388,4.228574,2.960001,6.765718,686.8613,14.518103,24.384774,36.22478,14.236198,89.08195,77.805754,7.893337,14.800007,679.531773,2097.090586,885.745211,143123.6839,22.97525,1523.69601,2.678097,205.79058,182.251521,129601.4104,310.236348,5.074288,272.179186,3349.453126,155.18865,71.462893,0.986667,117.413393,61.737174,215.939157,469.230714,5.497146,515.604071,1246.019679,744.369901,290.080147,89.64576,26.076204,13776.41079,2265.528767,4731.773826,25.653346,197.756291,2.960001,5.638098,4.933336,714.487981,54330.40467,212.556298,17.760009,9332.884729,9617.46773,32.841921,124.883873,1730.755163,246.102982,124.883873,571.844099,5.638098,12.685721,9.584767,255.828701,458.236423,616.385074,8.03429,92.605761,2367.578342,3540.020841,15655.87079,12316.42529,209.032487,89213.45854,378.457335,4.228574,7.047623,174.076279,32.560016,22.270487,2.819049,21826.20534,158.853414,43.272403,88.940997,22.693345,2811.15571,1232.488244,19.592391,2538.13081,4524.009911,0.704762,2304.713549,869.535679,1681.421804,2183.776345,5157.732137,11266.47047,250.190603,254.982986,1791.928527,4135.122095,343.360174,265.413468,3901.000072,11303.68192,29.459063,479.661195,59.481935,20.015248,21.706678,13.390483,34.251446,27.062871,127.421017,10.430481,64.274318,16.773342,64.133366,9.161909,36.22478,14.095245,105.996244,329.546834,6.201908,8.316195,6.765718,6.060955,1.973334,800.187072,55.394314,114424.9189,242.156313,230.175355,21.565725,5.497146,10.853339,4.510478,2.819049,2.819049,148.563885,52.716217,380.994479,494.88406,1.832382,2.678097,84.289567,41.440021,78.651468,26.640013,22.129535,3.241906,0.986667,4.651431,2.960001,14.095245,118.96387,14.800007,6.34286,0.986667,28.7543,1.973334,636.682227,1.973334,51.16574,3.523811,4.087621,104.868625,109.520055,4.087621,143.912454,252.163937,256.110606,21.565725,2.255239,906.324269,5.215241,72.449561,31.291444,8.316195,26.499061,14.94096,3.805716,35.520018,17.478104,22.693345,3.241906,9.584767,11.558101,54.830504,4.510478,174.921993,172.807707,54.971456,14489.9121,57.085743,2062.980093,0.986667,7.188575,35.238113,14.518103,23.961917,184.365808,4962.653943
TCGA.AZ.6600.01,7920.425166,15767.26903,7907.180532,11687.52028,492.593373,495.937978,867.858015,14.850045,15152.79826,560.154387,569.251712,39.600119,4118.412383,7171.367509,12262.92606,3.879741,11.237872,553.86653,1843.813652,69294.99079,33755.48933,10.033814,11.773008,37.192004,48.296091,196.127617,239.339909,1792.172956,14.448692,1011.274662,2.006763,56.724495,57.125847,14.983829,2.006763,3.879741,6.154073,1422.259682,23.679801,12.977066,128.566603,10.033814,363.491633,43.881213,16.187887,25.285211,820.364629,1306.135008,1563.000646,297571.0812,26.2217,1442.32731,4.548662,126.426056,370.71598,47890.99265,261.815652,3.21082,592.931513,3917.200967,292.184662,42.008234,4.548662,468.244651,97.662456,135.255812,279.475165,3.077036,1070.541057,560.020603,475.468997,175.257284,54.182595,18.194649,11009.23445,1601.664275,4825.194238,57.660984,143.416647,3.478389,14.582476,6.555425,295.127914,42508.85484,128.566603,16.589239,10240.64431,10631.96305,38.128493,180.608651,1348.277027,114.653047,557.344919,463.294636,8.160835,10.435167,16.054102,647.51546,1108.535766,1473.632809,12.441929,90.170541,996.023265,1044.720709,11799.09629,17298.29526,407.239062,163028.0713,296.867109,13.378419,17.525728,3426.07922,74.517792,16.589239,3.077036,55717.6351,212.583072,59.935315,170.842406,60.871805,2487.850724,814.210556,8.96354,2013.050647,6161.698256,0.802705,1796.052698,444.163498,1085.391101,1008.197626,4127.509708,6966.54392,238.938556,254.323738,1729.561957,5808.775574,117.328731,143.282863,3829.438541,8130.867691,25.017643,425.433712,56.323142,21.539254,20.201412,10.033814,52.443401,9.498677,145.690979,19.398707,475.067645,8.695972,33.713615,18.328433,58.731258,5.485152,40.937961,337.002365,6.689209,6.154073,6.154073,8.562188,13.512203,939.031202,69.03264,10371.75281,292.586015,1115.492543,69.166424,26.087916,35.319025,19.131139,10.301382,6.287857,130.974718,65.420467,122.278746,140.60718,13.645987,11.237872,57.660984,107.428701,152.11262,38.931198,33.178478,4.013526,0.936489,15.920318,5.083799,18.729786,186.896508,30.36901,7.491914,3.21082,24.61629,0.802705,1302.924188,7.491914,100.605708,2.675684,6.421641,105.823291,30.636579,3.612173,16.187887,239.206125,600.423427,33.446047,12.575713,306.365786,4.14731,113.047637,44.550134,23.546017,31.573068,8.562188,5.351367,34.248752,34.382536,22.074391,2.943252,19.264923,12.441929,223.954727,24.348722,104.619233,102.612471,152.647756,20027.76022,50.035286,3580.332387,2.140547,4.548662,12.709498,10.301382,58.998826,84.417821,11251.78518
TCGA.AZ.6601.01,6022.570185,11961.13158,6013.838563,7736.61406,748.670445,524.294217,921.318427,16.272568,12249.8043,639.922061,729.884228,66.942436,3408.110857,6076.679782,12099.91145,4.365811,7.408649,514.107325,1816.309691,36690.14371,18401.09976,13.891217,7.144054,118.406087,25.930272,243.691635,312.750827,1843.298341,18.257028,1022.525865,2.778243,75.938653,67.73622,15.875677,3.968919,6.085676,5.159595,1150.060466,21.432163,17.595541,112.585006,23.416623,343.179207,42.335137,11.377568,25.268785,843.792207,828.710314,2954.595697,348109.0019,21.035271,2753.106903,3.43973,225.037715,1217.267497,23032.1669,246.337581,3.175135,817.597341,2581.120407,288.408123,35.455678,3.572027,676.700712,93.2696,191.434199,324.657585,7.144054,573.773409,694.031658,234.166229,137.986088,50.140678,11.906757,7706.582571,1359.883991,5069.368107,77.393923,167.488387,3.43973,10.848379,4.101216,550.489083,40366.02431,178.865955,40.879867,8109.030971,8462.132476,31.751353,42.20284,327.83272,227.948255,337.093531,587.135437,9.657703,6.217973,49.214597,721.4172,1196.893712,1487.815484,7.408649,46.171759,1413.861291,1273.758446,7833.058794,18893.51033,204.267038,216708.4087,805.029097,10.451487,27.253245,2075.48011,35.984867,25.136488,4.101216,58374.46567,219.481228,70.382166,438.565564,66.545544,2864.898125,685.035442,8.467027,2428.713913,4791.543768,1.322973,1555.419407,562.660435,1353.533721,901.209237,4244.759009,8262.363547,314.735287,317.381233,1260.264121,3554.960864,176.484604,212.734065,3064.005568,9472.48699,20.902974,470.978403,47.09784,34.000407,55.564868,19.447704,43.525813,13.22973,109.93906,22.358244,492.410567,8.863919,28.708515,19.183109,109.93906,7.276352,101.868924,430.760023,6.217973,8.731622,7.011757,9.657703,15.743379,874.617479,65.619463,13571.58667,314.206098,939.707753,49.214597,19.050812,20.241488,15.081893,11.642163,4.101216,135.869332,90.755951,145.791629,205.722308,11.112974,7.408649,46.304057,149.099062,142.484197,33.735813,31.222164,3.836622,1.058378,15.21419,6.217973,17.860136,213.792444,37.30784,6.747163,3.43973,48.950003,10.980676,763.223149,5.821081,114.83406,3.042838,3.042838,28.311623,49.0823,7.011757,20.506082,387.631102,590.575166,51.992841,8.731622,1072.401949,8.599325,111.923519,94.063383,23.019731,20.902974,9.393109,5.027298,45.907165,57.549327,37.837029,11.112974,29.899191,16.404866,170.79582,14.288109,76.600139,75.674058,44.319597,8484.490721,62.047436,2946.525562,3.572027,10.980676,2.249054,7.540946,51.066759,160.47663,13738.14897
TCGA.AZ.6603.01,3451.564804,6848.342865,3421.715475,4545.410464,407.688935,415.119781,685.526992,9.82383,6335.110733,563.232907,476.329797,87.658789,2777.498946,6847.209346,10449.53215,5.289754,11.461135,541.821995,1666.524557,37288.36102,26689.83411,8.942204,6.17138,133.755221,33.879618,219.398865,243.5806,1816.90472,26.448772,1390.701644,2.392984,65.240305,54.408903,11.083295,3.022717,8.438418,5.289754,791.573975,24.055788,12.34276,80.101997,43.199662,325.697741,12.468707,23.300109,36.776388,586.155176,724.822311,628.095372,457830.8959,13.602226,2900.548711,4.660022,94.459902,235.142182,41587.29411,260.835275,10.831402,155.166132,3911.773444,292.951641,23.929842,5.667594,109.321593,73.80467,130.102771,285.394849,3.526503,913.490222,668.776103,522.804069,174.184059,66.121931,29.849329,8598.118082,429.099846,3273.476403,46.852111,202.018243,8.186525,12.594654,2.89677,560.21019,44208.24151,148.616912,20.277392,7908.5608,8299.624793,25.944986,41.43641,4034.193477,153.276934,153.276934,1174.829283,6.927059,10.705456,10.327616,707.945476,1239.187962,1613.123226,7.430846,147.861233,1606.825899,2247.012139,6365.589794,6909.678828,320.156093,121244.3215,193.831718,5.541648,20.529285,189.171696,33.501778,14.735745,2.267038,30995.06453,167.256999,49.622935,107.306448,97.608565,2884.931341,851.902366,11.461135,2359.356448,7192.176907,1.511358,1343.97548,343.078363,1285.78818,1129.362583,5884.977815,4131.046363,137.155777,139.674708,539.429011,6638.515937,149.372591,174.310005,4065.680111,8193.829703,20.529285,659.330113,73.300884,21.536858,37.406121,24.181735,35.26503,23.803895,206.678265,36.020709,160.959672,29.975275,41.43641,17.254675,34.005565,7.556792,108.188074,467.009753,21.788751,9.194097,8.060578,10.327616,9.82383,847.998023,62.343535,14314.07565,484.390375,1198.507231,97.104779,17.380622,45.718592,13.224386,9.44599,3.148663,174.184059,118.893529,203.907441,231.489732,21.914697,8.942204,37.532068,97.734512,262.724473,35.013137,18.388194,5.163808,3.27461,21.914697,5.793541,17.758461,324.564222,54.408903,13.224386,13.350333,56.298101,3.65245,1515.766554,8.816257,172.042967,8.564364,11.713028,279.349416,71.033846,5.163808,11.209242,188.416017,107.936181,30.982848,21.914697,132.747648,6.17138,53.905117,39.295319,38.287747,27.834184,13.602226,3.65245,33.501778,47.733737,24.181735,8.312471,17.632515,31.864473,109.447539,13.728172,98.364244,97.104779,165.619694,27649.16887,35.26503,2346.761795,6.54922,7.682739,10.201669,4.156236,49.874828,131.740076,12792.89339
TCGA.AZ.6605.01,5904.950972,11877.34428,5943.767781,10825.54362,631.260241,395.661689,1007.588461,10.041414,9788.880018,643.100117,758.501443,41.214759,2657.377809,6057.820261,8253.293022,3.896668,10.191286,643.699605,1453.607093,35574.03242,38801.67263,7.793336,7.493593,112.703633,27.726293,249.686506,243.841503,1701.495137,16.485904,1601.980227,5.395387,58.450022,57.101176,16.935519,4.646027,4.795899,5.69513,911.820348,41.964119,21.431675,99.51491,11.390261,637.105243,14.687442,24.429112,22.480778,845.876733,529.647125,1870.10097,423582.8155,19.483341,2077.073998,3.297181,127.391074,460.706073,37426.59839,167.706602,5.69513,440.17363,3416.928355,341.108335,28.175908,7.493593,392.814124,73.137464,160.063138,355.346161,3.596924,557.673162,637.404987,610.278182,141.928644,73.437208,25.178471,7623.681371,994.699482,3146.709406,52.005533,153.019161,2.847565,22.181034,5.245515,590.644969,18544.39362,129.789024,48.408608,3458.742602,3576.242134,46.010659,165.308653,986.606402,151.520442,279.660876,375.279118,7.043977,13.938082,14.387698,1108.751962,1928.251249,2645.088317,7.643464,107.458118,1068.13669,1026.172571,4490.460432,3415.879252,181.494813,168572.8618,136.833001,7.793336,50.806558,310.384606,26.227574,22.63065,3.147309,47839.09518,231.851755,64.145153,528.897766,83.478622,2667.868839,867.308408,11.989748,3200.363529,7842.194532,0.599487,2292.589721,505.967373,1589.540863,1389.312069,5397.335009,9990.907275,220.311623,217.014442,2118.138885,7497.938887,253.583174,209.970465,2726.768477,9240.648783,23.230137,419.341442,67.442333,19.633213,29.524755,14.53757,37.168219,19.033725,146.274928,31.173345,214.166877,17.984622,31.023473,24.878727,58.30015,12.589236,98.166063,322.674098,6.294618,11.090517,10.940645,28.175908,11.540133,774.088116,63.695537,7410.113982,300.642935,1827.687236,103.261706,25.178471,47.059762,18.883853,22.480778,3.746796,132.186974,178.946991,380.374761,171.453399,17.235263,10.041414,63.395793,208.172003,221.960213,47.958993,27.726293,7.493593,1.198975,20.2327,6.294618,18.58411,159.613522,33.271551,6.44449,10.790773,33.121679,5.245515,531.295716,6.594361,195.732639,4.496156,7.493593,132.037102,62.196819,4.496156,4.646027,205.024694,78.382979,41.964119,5.245515,387.268866,7.043977,71.18913,35.219885,53.504251,14.837313,8.992311,4.346284,27.576421,99.51491,21.281803,5.245515,19.333469,17.235263,178.647248,24.878727,63.09605,65.493999,64.444896,15398.73331,51.555917,2259.767786,8.692567,6.894105,6.744233,6.294618,46.310402,133.53582,11130.23309
TCGA.AZ.6606.01,9959.446753,19845.80884,9947.207694,17053.90466,204.567127,524.531095,500.402665,19.232807,16571.33605,973.879401,360.178019,12.239059,490.611418,5552.686176,11652.98282,6.294373,24.827805,719.656663,1922.930996,103536.1439,23900.08452,11.539684,12.239059,626.639815,44.410299,94.06591,67.489668,1661.71451,10.840309,579.082329,6.644061,69.587792,56.649358,13.637808,3.147187,2.098124,3.846561,1436.515827,23.429056,71.685916,68.189042,5.594998,271.35742,210.8615,12.588746,22.729681,471.378611,1702.627936,1442.110825,165489.5606,147.218394,766.864462,4.196249,561.248272,267.161171,62587.39999,165.751826,5.944686,169.598388,3134.947514,113.998091,6.644061,2.447812,195.824942,279.40023,294.436788,1016.89095,9.791247,2215.969034,1848.097893,638.529187,665.804804,54.900921,12.588746,19262.87995,3298.950903,9141.527931,80.428101,158.058703,4.545936,48.606548,1.748437,686.086673,64019.36988,137.427147,17.134682,9074.737638,9502.755012,26.576242,314.019282,4200.7947,176.941823,1576.740473,2544.675188,8.04281,23.429056,674.546989,319.963968,588.174202,788.54508,29.024054,350.386772,3307.3434,2901.006645,10618.6075,28196.34388,933.66535,156094.5093,556.352649,4.545936,12.239059,1220.758703,10.140935,9.091872,1.049062,45127.50826,241.633991,97.562784,231.493057,72.035604,2855.197596,639.228562,16.08562,3110.819083,7756.066464,3.496874,1829.914148,690.632609,1777.461039,1273.5615,4074.207862,13293.3664,313.319908,319.963968,1166.906844,3163.62188,639.927936,249.327114,6891.289532,9130.337934,28.324679,326.957716,49.305923,23.079368,23.079368,9.091872,31.471866,17.834057,280.099605,14.337183,373.116453,21.330931,81.477163,26.576242,26.576242,13.987496,94.415597,262.615235,6.993748,3.846561,3.496874,10.490622,3.496874,613.351694,60.49592,23363.31437,359.128957,615.799506,37.766239,9.791247,16.435308,9.44156,6.294373,6.294373,134.979335,136.727772,720.356038,329.055841,9.44156,5.245311,407.385817,108.053406,83.575288,63.992794,196.874004,2.797499,2.098124,14.337183,4.895624,9.791247,162.954327,18.533432,4.895624,17.834057,34.269365,2.098124,696.926982,6.294373,162.60464,1.748437,6.294373,89.170286,29.024054,4.196249,82.526226,218.554623,383.956762,33.56999,4.895624,443.403619,5.245311,103.157782,34.96874,12.588746,30.422804,8.392498,5.944686,56.299671,14.337183,21.680619,5.245311,29.723429,24.827805,513.690786,17.134682,106.654656,112.249654,218.90431,48093.55677,228.695558,3312.588711,7.693123,10.840309,30.073116,25.52718,47.207799,26.92593,5313.849684
TCGA.AZ.6607.01,4989.241919,9959.297879,5045.015058,15740.29528,491.584447,363.975505,1091.591876,13.162461,7187.595965,327.611418,813.507005,47.630261,2062.15604,5122.428175,10189.19476,3.01175,1.561648,391.638982,1848.210279,63411.04725,22171.38439,5.354221,1.115463,343.674082,9.704526,326.161317,142.556143,535.645227,23.98245,1097.615375,5.800406,23.424718,22.755441,14.277924,2.565564,2.230926,2.007833,275.40776,12.158544,9.59298,88.456198,16.620395,411.717312,23.98245,12.827822,12.270091,332.407908,1372.019219,409.37484,378980.3756,123.816369,1570.460047,1.450102,123.035545,407.143914,8756.271271,186.39383,4.684944,100.614743,2972.262122,307.756181,13.4971,3.569481,121.139258,32.794606,93.587327,218.072973,4.908036,184.60909,1179.490343,929.292041,310.210199,67.373952,19.18596,42577.21429,147.798818,12913.7126,39.598929,75.405284,0.669278,1.78474,2.007833,176.466212,5595.49594,266.595604,35.917901,1414.964536,1473.86097,27.105746,26.882653,236.589655,82.098061,118.239055,219.857714,5.242675,1.78474,7.138962,627.670906,1043.626976,1321.265662,1.896287,43.279956,437.038317,366.317977,9006.581119,3383.310156,59.788805,225880.2089,223.761834,5.577314,33.129245,180.147239,7.027416,16.062664,0.669278,47168.23599,377.584151,106.526695,95.148975,4.127212,3067.076458,760.410977,10.819989,3241.981022,5543.292282,1.115463,2153.847081,322.368743,2365.896555,1149.372848,3422.909085,9134.636246,169.550342,170.888898,520.363387,16460.88423,127.608942,123.258637,3933.12176,5856.179591,14.835655,703.857014,93.698873,11.489267,14.054831,10.373804,42.610678,12.270091,92.137226,19.632145,48.076446,10.708443,5.465768,18.516682,28.77894,2.565564,67.597044,375.687864,0.89237,16.062664,13.720192,7.138962,6.915869,628.228637,39.598929,2000.805587,55.326954,1464.379537,73.285905,18.070497,31.232958,9.369887,11.37772,3.01175,137.090376,116.119675,76.297654,43.726141,14.054831,5.242675,241.832331,21.082247,120.581526,16.285757,76.743839,3.01175,1.003917,13.831738,3.123296,8.477517,65.589211,14.38947,2.788657,9.035249,25.878736,6.023499,166.761686,3.569481,191.748052,6.135045,9.704526,2.230926,60.792721,4.015666,1.673194,313.77968,635.813784,44.506965,4.684944,239.15522,3.792573,65.366119,35.025531,27.775023,5.800406,11.266174,4.238759,16.17421,56.107778,14.054831,3.346388,6.135045,26.994199,573.9056,11.266174,154.156956,150.810568,31.344504,4987.12254,28.332755,1250.545322,0.446185,3.01175,3.01175,23.424718,49.415001,79.644042,15439.23187
