TCGA.DA.A1HY.06,24531.19404,48932.27589,24586.87717,24560.58852,1344.714434,778.343742,4006.523579,64.113251,12233.65132,1074.063339,2563.531739,109399.5018,2117.068356,31424.92144,18.524071,4.547826,758.04491,59.232658,11602.8346,39706.84493,21.962671,19.744219,2292.104187,7915.213442,4000.644682,1201.180616,74.761819,110.257044,57.014206,108.482283,15.751006,22.628206,2224.663258,23.515587,79.53149,228.278669,651.781078,62.116645,3176.157147,269.985559,48523.41526,2791.588563,1165.907235,966.024747,31440.22876,234.823101,43.814419,106.041986,6512.153732,497.48777,420.063809,125.786205,543.298795,319.567952,423.613332,5955.544227,2703.29419,662.429646,12.090561,149.856405,49.02778,124.455134,13.088864,158.730212,1044.779778,1933.824254,305.591707,2417.113934,49.02778,48.805935,55.90498,16.194697,263.884817,881.168973,2067.818731,55.239445,1816.24632,2529.478507,2479.452424,42.483348,21.51898,6.322587,75.760122,194215.2322,1803.712068,14.863626,11.868716,54.906677,8.651961,84980.56137,1406.387388,309.806765,268.32172,36.604451,9007.800852,1428.239136,19.189606,2309.740877,24678.3883,1529.622374,588.777053,781.005884,828.037057,3734.652336,14436.79559,180.692882,200.769869,275.642611,2.107529,4391.203085,1120.318055,812.507896,20589.33832,6375.275268,8.208271,6.322587,2388.495909,10.426722,58.234354,4.325981,252.348869,13.865322,13.865322,20.742522,3700.155414,125.56436,8.762884,23.293742,169.82247,13.643477,1319.645931,90.623748,20.520677,130.223109,961.255076,9.650264,28.39618,126.562663,6.211664,42.816116,33.165851,34.275077,19.633297,119.907309,13.088864,1117.212223,5.324284,819.274174,7.875503,4.215058,529.32255,73.652593,231.939114,47.807632,45.478258,4.880594,421.062113,64.446019,21.297135,528.43517,8.651961,83.524703,15.529161,21.186213,62.227567,22.295439,1.552916,1462.736059,561.711944,4.215058,607.855737,20.18791,308.032004,1199.738622,173.926605,391.223939,5.767974,215.41165,31.83478,67.108161,90.069135,51.911767,21.962671,60.009116,30.836477,59.121735,6701.27673,6690.073549,1106.230887,13109.27416,119.685463,17891.03565,2.99491,91.400206,161.946966,72016.70672
TCGA.DA.A1I0.06,37168.97866,75015.10354,37651.44534,122176.221,2411.275331,2704.352675,3017.532797,28.567106,27814.8386,1430.471368,1963.724008,3504.231635,548.065213,14489.87085,21.160819,2.116082,5307.133418,215.840354,5857.314713,10589.93189,114.268423,27.509065,744.860831,559.703664,350.211555,282.496934,169.286552,1037.938174,922.611711,112.152341,118.500587,103.688013,1834.643012,71.946785,185.157167,519.498108,150.241815,252.871788,1023.125601,80.411112,260879.0416,732.164339,4209.94495,920.495629,2083.282636,119.558628,2.116082,1851.571667,14696.18883,418.984217,618.953957,29.625147,2108.675618,539.600886,602.025302,2215.537755,4561.214546,1384.975607,2.116082,134.371201,104.746054,13904.7742,6245.615743,780.834223,293.077344,627.418285,353.385678,1391.323853,144.95161,8.464328,13.754532,24.334942,32.79927,81.469153,732.164339,32.79927,161.880266,294.135385,370.314333,31.741229,33.85731,10.58041,8.464328,9988.964633,66.65658,12.696491,82.527194,13.754532,4.232164,81350.65276,644.34694,30.683188,613.663752,20.102778,4141.172288,540.658927,7.406287,2664.147118,47662.62883,3705.259416,463.421937,928.959956,512.091821,6833.886512,14302.5976,22.21886,15.870614,451.783487,25.392983,17997.2766,219.014477,358.675883,4541.111768,5199.213241,58.192252,10.58041,10799.424,199.96974,70.888744,8.464328,14.812573,131.197078,14.812573,5.290205,315.296204,117.442546,14.812573,22.21886,113.210382,25.392983,23.276901,2.116082,8.464328,8.464328,467.654101,21.160819,40.205556,31.741229,42.321638,71.946785,40.205556,27.509065,115.326464,44.43772,2.116082,4667.018642,11.63845,168.228511,13.754532,21.160819,1274.939348,34.915351,240.175296,11529.47226,20.102778,1.058041,242.291378,131.197078,21657.04026,316.354245,1.058041,61.366375,28.567106,5.290205,103.688013,1607.164207,115.326464,521.61419,46.553802,8.464328,82.527194,21.160819,105.804095,533.25264,192.563453,191.505412,8.464328,1045.344461,358.675883,15.870614,16.928655,84.643276,107.920177,119.558628,32.79927,4.232164,31.741229,32.79927,459.189773,19284.91244,400.997521,2235.640533,103.688013,118.500587,75.120908,20608.52167
TCGA.DA.A1I1.06,12836.15228,25695.86816,13080.45131,22445.36278,1453.088292,686.578443,4035.496475,16.517617,12612.41365,695.010513,972.575788,11975.15704,20555.30843,28967.9735,8.085547,5.197852,711.759146,194.977189,18513.01479,31798.72348,103.610509,5.428867,658.16352,1932.099194,1100.904969,626.398872,55.328243,231.246642,207.105509,192.551525,31.071602,20.675899,1903.106733,32.342188,35.807422,195.785744,158.938751,43.777461,2188.757555,1170.787196,64490.89989,340.055003,1397.875557,437.197074,16206.55477,194.053126,9.933672,1606.020637,5309.89418,408.32012,853.718248,95.293946,307.250784,313.25719,759.694888,2399.328299,1962.131225,690.621216,3.580742,42.737891,6.814961,560.559418,307.366291,380.136214,386.489143,372.166175,194.168634,576.730512,41.813828,41.236289,41.813828,27.606367,199.597501,79.815899,586.664184,10.742227,551.665317,934.342702,1155.886688,26.335781,11.08875,7.623516,182.271329,400380.3441,497.954183,4.504805,13.514414,26.335781,2.310156,63224.70324,564.948715,107.76879,196.594298,19.867344,8887.286667,964.143718,3.465234,3758.046707,9076.488465,3193.560024,384.410003,2128.000445,911.125632,2155.375797,11481.13012,165.638204,163.21254,2233.805602,10.973242,8539.608149,529.256801,228.820978,16719.40946,9267.884912,4.620313,19.867344,1608.677317,14.900508,183.888439,37.655547,87.785938,71.268321,28.992461,12.243828,576.84602,39.61918,69.997735,80.508946,91.597696,13.398906,196.709806,19.174297,3.927266,43.084414,1151.266376,6.814961,12.474844,38.464102,2.887695,17.210664,15.131524,16.055586,4.73582,657.585981,50.130391,841.47442,8.201055,586.8952,5.428867,8.43207,234.365353,68.842657,141.381564,329.774807,20.444883,8.547578,72.88543,48.05125,97.026563,1091.433328,16.864141,215.422072,39.041641,4.273789,51.863008,17291.86618,2443.798807,3453.10608,571.53266,1.501602,228.243439,8.201055,136.645743,3546.551901,67.572071,154.895978,11.319766,122.091759,94.254376,147.618985,85.244766,8.201055,10.626719,81.433008,54.519688,25.989258,6039.095006,6031.240474,208.722619,11799.70067,270.519299,4113.002218,5.775391,197.05633,278.37383,51130.22663
TCGA.DA.A1I2.06,10790.62882,21551.17183,10798.85371,22587.07566,4886.886055,972.918452,2988.450516,32.0338,12800.10043,482.022112,1267.066656,6323.212384,14858.48852,34267.94109,22.943127,170.55834,1992.156048,277.48197,24967.9662,81982.28617,74.456941,10.172896,974.433564,3167.017307,765.131642,219.258374,96.967178,302.589543,262.980182,131.814758,27.272019,11.688008,1702.98607,63.634711,30.735132,160.818334,117.096526,26.83913,1698.440733,316.658442,64710.44042,388.734492,862.09882,308.649992,19997.74898,254.971732,25.540462,521.847917,5862.618287,497.173234,613.83687,78.352943,368.605144,367.090032,743.920071,7494.394085,3374.587673,1736.967871,9.090673,201.942807,49.349368,318.606443,103.460516,166.662338,246.530393,257.569067,151.078327,302.373099,29.22002,28.354242,32.250245,21.860904,536.999039,177.701012,272.070855,5.411115,384.622044,666.865796,846.08192,66.015601,8.00845,16.666234,91.123174,244760.7421,313.628217,1.731557,18.397791,18.397791,3.679558,108241.3444,808.204116,103.893405,50.215146,18.83068,5364.146386,1137.632789,7.359116,1961.853805,31373.64398,4101.625066,342.198904,1358.406275,822.273015,2954.68516,14032.10306,80.0845,88.309395,1157.112802,14.501788,44678.06031,746.517406,587.863519,28700.76968,9248.244634,3.463114,15.151122,1988.692934,16.449789,115.581413,24.241795,62.768932,65.149823,39.825805,11.038674,231.812161,59.089374,16.233345,72.725384,179.432569,20.345792,216.22815,53.894704,1.948001,64.933378,1613.161563,12.337342,14.068899,130.299646,536.782594,34.414691,10.389341,8.441339,8.874228,869.674381,76.188497,2424.612348,29.436465,220.989931,4.978226,11.038674,155.623663,238.954832,83.114724,25.107573,16.0169,4.328892,54.976927,41.557362,7.792005,1592.166437,28.354242,301.723765,62.985377,18.397791,49.349368,7719.496463,858.202817,5321.93969,1763.374111,6.709782,70.128049,4.978226,166.878782,385.271378,127.918755,216.444595,9.523562,142.853432,107.140074,159.736111,73.591162,21.860904,8.00845,61.470265,30.951577,54.327593,100.863181,103.244072,1115.771885,22908.92877,90.690285,7332.277084,4.328892,170.774785,513.623023,48503.50207
TCGA.DA.A1I4.06,12131.22962,24116.37421,12085.62091,30739.23823,2350.391446,1235.893022,2479.330341,15.431517,10380.60979,867.594158,1958.430923,5188.418818,8387.54368,32232.3232,9.944755,17.489052,1671.404714,193.065419,12494.72757,70517.57307,56.582228,11.659368,1046.942674,949.209735,1961.860149,1163.536355,73.385435,315.831707,259.592402,38.40733,69.613286,22.632891,1300.019547,34.978104,70.642054,559.992593,1057.916197,148.485482,1818.175583,776.376748,109512.3298,974.243084,1476.967604,1166.622658,21423.74602,180.377283,106.648926,917.317934,6221.644588,773.97629,757.173083,133.053966,984.873684,806.896859,445.113525,2210.136106,2282.835695,426.252782,2.743381,34.635182,6.515529,5597.182548,1747.876452,695.789939,348.066431,957.439877,470.832719,2110.002709,150.885941,97.047094,97.732939,42.179479,288.054977,222.21384,1327.453354,43.208247,1098.381062,1789.370085,2141.551588,36.349795,80.586809,48.009163,110.078152,172319.9742,98.761707,4.115071,45.265782,39.779021,10.287678,97792.9502,507.525436,81.615577,2810.936487,41.150711,7133.132838,701.276701,9.944755,4177.483017,32711.72898,2535.912568,678.64381,1864.127211,1010.935801,7489.086489,39150.10065,150.543018,150.543018,789.75073,34.292259,11297.24187,991.732136,486.264236,26953.37282,15757.63603,22.289968,23.318736,3068.814277,68.584518,144.370411,117.622449,77.157583,131.339353,34.978104,14.059826,602.172072,77.843428,6.172607,65.498215,162.545309,22.975814,313.774172,32.234724,3.429226,43.894092,676.929197,19.203665,23.318736,31.548878,73.385435,13.373981,136.140269,122.766288,17.831975,606.630065,56.239305,1696.780986,7.544297,2342.847149,5.143839,8.915987,361.783335,167.689148,521.928185,8589.868009,18.860743,5.143839,290.798358,257.191944,3263.594309,1077.462784,22.632891,265.765009,46.29455,7.201374,53.838847,14176.76288,1221.14735,1641.227526,477.691171,18.51782,206.782323,23.661659,432.768311,5391.771915,378.929464,320.289701,26.40504,387.845452,132.368121,73.728357,82.644345,26.40504,30.177188,114.193223,22.975814,38.40733,3029.378178,3037.608321,556.220444,19799.66462,464.31719,7333.399632,22.289968,130.653508,302.800649,60956.8912
TCGA.DA.A1I5.06,7608.468091,15225.23666,7798.149484,26595.66783,4429.998189,846.341778,1747.712679,45.191515,8775.761854,1335.455388,2355.185019,2825.238262,5790.969874,57509.43104,36.891033,48.880618,1378.494926,106.983995,2837.535273,82516.9399,54.414273,34.431631,970.541588,1127.328477,4193.895579,510.325954,753.80677,257.314954,161.398269,59.640503,97.146386,18.138091,2717.024566,34.431631,141.723051,211.816013,607.164915,84.234525,4687.927994,3100.998732,21711.90993,959.166853,3950.107338,3062.570573,58241.71804,258.85208,60.870204,2854.443663,3574.126228,455.604255,4222.48613,327.407916,625.917857,1252.757989,1314.243044,3790.861046,2487.992737,984.990576,16.293539,90.38303,29.512826,3009.693426,824.514583,617.617374,1124.56165,1125.483926,174.924981,627.762408,89.153329,25.208872,29.820252,21.212344,12.297011,734.746403,2101.251743,23.979171,1277.659436,2010.561288,2403.450787,199.519002,163.24282,31.049953,528.15662,174865.6475,763.951804,4.303954,15.371264,56.873676,6.455931,82393.66237,564.740227,223.805599,3125.592754,41.194987,5657.239881,1260.136196,32.279654,4611.071675,57513.73499,3562.444068,1402.166672,1512.532345,2314.297458,4893.902927,27179.16099,404.879085,394.734051,1155.919028,16.90839,11243.77195,2163.659074,2057.289929,40193.39509,15389.40176,20.597493,17.523241,2662.610293,31.972228,272.378792,23.979171,170.313601,45.191515,27.668275,26.438574,5778.365438,357.843018,15.371264,65.174158,1935.549521,67.01871,220.116496,37.813309,2.459402,265.922861,1210.948152,38.735584,30.435102,141.1082,151.868085,174.617555,69.478112,70.707813,99.298363,629.299535,57.181101,1172.827418,2.459402,799.920561,5.22623,23.364321,625.917857,131.578017,1672.700912,798.998285,12.911861,16.600965,206.897209,170.928452,417.483521,2885.186191,52.569722,723.986519,80.237996,12.911861,69.478112,7514.395957,683.098957,3304.821689,495.262115,10.452459,249.014471,52.569722,611.468869,1732.956266,241.32884,298.817366,49.188044,308.347549,98.990938,274.223344,195.522474,125.122086,42.117262,82.697399,21.519769,73.47464,3175.088223,3183.388706,1320.084124,29700.66309,252.396149,34757.50141,21.827194,163.857671,555.210044,53082.19968
TCGA.DA.A1I7.06,12813.97356,25686.34458,12703.27985,31898.26638,1304.268245,1041.741116,2887.449774,17.257759,8378.032092,610.645771,1171.610114,48845.56049,2295.630649,20680.54841,16.211835,8.541719,737.551316,156.017118,8743.408495,34433.58813,91.518421,3.660737,979.50859,5226.834944,2290.226704,18019.19272,202.909414,494.373796,414.709189,59.617714,35.735765,41.139709,1542.913424,32.946632,89.252251,226.791364,9878.934203,65.19598,4677.898737,406.516112,63878.63786,1178.234305,1052.723327,422.204984,37413.95089,312.557199,186.69758,407.736357,8665.661417,1022.740149,811.463336,115.574692,393.442051,462.124448,443.820763,4243.665618,2134.906869,788.801632,5.578266,102.15199,35.387123,731.97305,215.286191,229.754818,299.134497,649.867952,480.951094,1383.758531,113.657163,72.168812,72.517454,43.231559,639.234383,913.441005,724.825897,16.037514,2446.243823,3679.040538,3912.979055,26.14812,37.827614,13.597023,138.062076,251543.8722,1168.64666,5.926907,12.551098,69.031038,4.009378,133797.6658,1484.690276,276.298472,101.280386,15.514551,8840.679502,2249.609957,34.68984,3545.685124,14495.99498,2366.404895,408.084999,2525.211146,1978.366788,3665.094874,14341.54675,124.116411,128.474431,460.38124,6.62419,3266.77184,219.644211,175.366727,9224.708231,4038.664354,7.670115,19.52393,1486.433484,28.23997,140.328246,13.07406,118.189504,137.190472,32.946632,14.119985,5449.442609,192.624487,23.88195,19.698251,158.806251,52.12192,244.746407,23.533308,8.193078,71.64585,953.53479,8.367399,18.303684,18.129363,1.917529,30.33182,27.542687,25.9738,10.284927,208.836321,19.175288,746.441677,5.578266,22365.01033,4.880982,4.532341,407.213395,143.988983,143.466021,181.816597,29.460216,5.752586,1319.259834,120.107033,69.728321,460.206919,9.413323,94.481875,29.808857,13.945664,68.508075,169.091178,10.982211,1593.640777,506.576252,9.587644,689.264453,19.000967,79.664607,5816.910861,299.83178,1392.474571,5.229624,458.28939,110.69371,55.085374,73.389058,60.140677,34.515519,156.36576,24.056271,74.609304,451.83952,474.675545,1298.167017,25781.87238,695.365681,4744.140642,7.670115,78.618682,274.032302,43769.68736
TCGA.DA.A1I8.06,9996.703717,20110.91511,10169.37932,24793.01684,655.94662,857.309543,2336.361593,34.755792,6616.564997,850.689392,1518.221276,28896.95873,3767.693388,42566.46701,27.583962,24.273887,1166.249919,87.44116,30505.37956,75822.24343,204.948839,16.826217,1375.612192,1920.947123,3078.094334,177.916556,136.816452,263.150999,166.882971,126.058707,72.54582,121.369433,3841.066727,67.856547,239.152952,375.141885,153.09099,205.500518,3135.193136,736.491789,21891.73571,1956.254594,969.02459,767.385827,88413.77047,337.076017,243.014706,26.480604,6331.070989,852.06859,2912.866401,230.326084,726.837402,493.752922,760.213996,2662.128185,1276.309928,594.710224,10.206066,133.506377,51.03033,140.678207,28.687321,762.420713,3716.663058,2254.161385,650.153987,1874.606067,44.686019,83.303566,107.853292,49.099453,808.21009,2608.615299,4860.294128,23.170528,1404.023673,2299.123244,4127.112414,88.820358,123.57615,60.408877,213.224027,123026.9537,5998.684245,7.17183,40.548424,26.480604,7.17183,150461.4107,1052.328155,511.958337,379.279479,96.819707,7465.047672,463.962243,10.206066,2592.340761,36115.95746,1647.314219,1097.014174,1300.859654,508.096582,8370.07747,17426.71976,395.278177,389.209706,185.364226,31.445717,8020.588669,1052.052316,1283.757598,15973.87247,11962.6127,15.171179,11.033585,1940.531736,10.206066,322.732357,11.309424,847.103477,43.58266,62.339754,31.997396,1454.226484,561.885309,25.101406,33.376594,120.266075,35.031632,486.581092,400.243291,25.377245,153.09099,991.091759,32.273236,14.067821,77.235094,36.68667,62.891434,68.408226,79.165971,12.964462,452.101139,52.685368,1045.156325,1.655038,190.881018,5.240953,11.585264,840.483326,113.370084,444.929309,63.443113,11.033585,5.792632,143.160763,83.855245,30.894038,830.5531,18.205415,257.910046,26.204764,25.377245,134.885575,21.79133,0.827519,2513.45063,765.17911,31.721556,848.206836,41.375943,486.029413,10399.42956,600.502856,748.077053,37.514189,308.112857,73.649179,80.545169,162.193697,95.440509,56.822962,171.572244,46.341056,123.024471,4159.10981,4113.872112,696.770883,15726.72017,168.813848,19436.2114,14.34366,152.81515,92.406273,73180.52738
TCGA.DA.A1IA.06,21867.43825,43800.21051,22081.69538,51542.77144,1982.839253,1548.320027,2721.209678,58.368254,17688.46341,1488.75078,2004.937522,9966.319356,3661.827306,86861.8104,29.784624,34.348397,1046.305001,179.668536,17273.40027,17288.29258,253.889896,20.416879,1702.287315,4036.777285,1246.870813,71.338977,13.931517,743.654794,560.623479,94.638239,155.888876,52.36329,2784.381904,78.304736,121.780679,336.278008,40.833758,32.426808,2412.07411,133.070012,7899.170402,250.767314,6475.993834,262.777243,46931.67936,605.780811,18.49529,252.208506,4494.595772,1575.942863,209.453159,69.657587,533.721238,222.904279,1007.152633,4794.843993,3289.999909,1243.267834,10.328539,72.299772,31.225815,4287.3044,1485.628199,1034.295072,824.121318,1188.022162,1273.052458,392.724673,109.050154,246.44374,285.355909,2.161787,459.499878,866.156069,2169.953944,14.411915,61.731034,90.074466,129.707232,53.083886,44.196538,59.809446,145.560338,105467.352,1330.700116,8.647149,16.333503,4.323574,13.45112,82588.91791,1098.428092,276.468562,142.677955,1.441191,6196.883087,349.488929,5.524567,1557.447573,33329.71434,2475.486534,361.739057,643.491988,174.384167,8236.409204,14798.39413,216.899315,232.99262,300.48842,12.009929,14744.82985,502.735622,750.860752,39743.49674,7871.307367,23.539461,4.083376,2523.045852,20.416879,458.779282,6.485362,355.493894,210.654152,22.818865,1.441191,2316.234878,231.791627,12.009929,46.598524,258.21347,48.520113,487.122714,18.735489,7.686354,336.278008,3602.498257,4.563773,35.309191,704.502426,115.295317,33.627801,18.014893,18.255092,25.220851,116.256111,23.779659,322.586689,7.205957,62.691829,8.166752,9.367745,1165.923893,3.602979,602.418031,543.809578,6.485362,18.014893,526.034884,53.804481,550.535138,4522.458807,87.672481,655.261718,144.119146,1.200993,73.260566,49252.95841,2421.682053,6589.607761,91.515658,11.049135,306.733583,36.990581,560.863677,1815.420845,309.856164,58.368254,19.936482,183.511713,170.781188,299.767824,287.757895,40.113162,24.260056,109.050154,27.382638,45.63773,14872.85569,14928.10136,1990.765806,33451.25482,1214.444005,23200.78055,6.245163,112.653133,217.379712,46971.07193
TCGA.DA.A1IB.06,17347.67388,34654.06553,17327.11435,23401.14987,574.035109,969.887632,2036.69876,23.822947,17085.62147,2269.380416,1695.99799,16067.10891,14411.74047,22021.54019,11.911473,14.848549,748.627937,123.683517,7133.993468,34010.03011,29.860269,5.547809,686.133495,1460.868771,2761.666921,64.452492,49.277602,299.744882,231.702631,81.422263,38.508325,29.860269,1973.388463,62.004929,70.816156,332.052714,35.081736,45.035159,3995.891358,11415.59701,82311.21743,1704.972387,1296.882049,1828.166392,104631.1971,413.148635,5.547809,29392.29458,4262.512554,359.791761,3610.318599,210.164076,595.247322,994.689604,726.273528,5327.528802,3579.152964,871.821941,9.300739,139.511091,15.01172,2393.879787,593.126101,256.341432,636.692722,900.866356,735.737438,405.642775,208.85871,110.466677,126.294251,36.223932,180.303808,354.896635,911.309291,31.655148,1749.191692,2811.107694,3194.722401,54.988582,78.811529,41.4454,260.420703,207295.2063,308.229767,6.526835,26.923193,40.629546,3.263417,89459.56993,696.739601,155.828178,459.815503,17.296112,8034.04397,757.275993,7.342689,2061.990244,14252.15936,5661.050053,628.044666,2523.437455,540.748253,6029.489871,34433.94803,947.206882,1005.13254,8279.942466,18.601479,5478.625024,644.524924,543.522157,10234.72945,19545.42228,6.363664,42.913938,791.705046,14.359036,81.095921,24.801972,73.753232,92.517881,50.419798,10.116594,374.966652,90.723002,26.760022,40.303204,1128.979228,26.760022,288.322922,7.342689,3.916101,318.672703,1555.997386,14.522207,20.070017,48.624918,13.543182,66.736885,28.391731,28.554902,40.792717,326.668075,68.694935,1080.354309,15.827574,72.937377,8.158543,7.995372,401.073991,60.536392,156.644032,86.317389,33.93954,11.25879,773.429909,130.699864,80.280066,1034.503296,21.049042,209.02188,72.447865,10.606106,70.000302,7271.056996,614.827826,3575.726376,108.345456,5.221468,134.942307,20.885871,371.703235,1567.582518,203.147729,899.397818,23.007092,350.16468,138.695237,132.821086,75.874453,20.070017,66.410543,93.333736,32.797344,59.231025,742.590615,763.802828,645.340778,18902.3659,195.968211,5047.038082,28.22856,65.594688,114.709119,25451.06547
TCGA.DA.A1IC.06,15394.65629,30666.45077,15902.91123,13844.79831,2652.30012,358.879595,1682.425647,8.522207,4826.883206,484.582144,646.7408,18539.58731,5987.560419,44318.07906,7.812023,15.387318,1150.734638,210.214433,20052.279,52467.67598,99.189017,8.995663,897.672443,1764.333523,3348.043609,783.332836,36.219379,481.741409,385.866583,81.197692,101.793025,33.852099,3692.482798,19.174965,52.080152,444.575118,425.400153,126.649461,2989.400742,626.382195,56107.8419,1124.694562,2941.581693,849.853394,40589.14015,637.50841,19.648421,1840.559928,6263.11177,1560.510745,399.596805,65.573646,835.649716,302.538339,437.710007,6427.400978,2252.229859,1382.728044,5.208015,119.074166,27.460444,514.646596,288.571389,360.536691,652.895727,1029.52992,196.484211,1374.205837,292.359037,35.982651,40.953938,12.78331,82.854788,1128.955665,1104.572685,14.440406,1398.588817,2451.791534,3158.187781,17.517869,206.663513,8812.908681,62.022727,110696.3637,89.719899,9.232391,32.668459,28.644084,19.648421,129721.9535,1231.695602,252.352011,196.010755,27.9339,15156.50796,1488.782172,12.073126,4063.908975,42451.47905,3469.958511,671.597237,2130.788413,1093.209742,6428.34789,21321.85108,218.026456,227.495574,717.522462,45.451769,8520.076189,227.258846,297.80378,18777.97237,9171.551548,12.546582,11.362942,2613.476734,22.015701,169.733951,35.982651,178.729614,106.054128,49.002689,3.787647,176.599062,91.85045,16.570958,28.407356,187.25182,62.969639,132.330932,22.252429,5.208015,185.121269,1903.292839,9.705847,30.30118,2419.833258,48.765961,62.732911,64.863462,72.675485,22.962613,291.175397,69.598022,1011.538594,7.812023,734.330147,5.444743,13.256766,468.958099,162.86884,123.33527,149.612074,17.044413,9.469119,220.157007,184.647813,82.61806,6964.063275,73.622397,1440.726395,197.431123,13.730222,110.55196,46067.97217,3028.934312,9767.632564,565.779836,11.836398,188.43546,14.203678,160.975016,18864.6148,541.160128,196.247483,47.819049,351.777756,532.164465,333.786431,186.778364,32.195003,37.403018,237.674877,27.697172,66.757286,710.420623,705.686064,568.620572,22089.08642,290.938669,14075.8448,8.758935,43.794674,629.459659,61325.7997
TCGA.DA.A3F2.06,15016.9897,30103.69957,15312.01609,25534.46011,3694.434863,1321.013658,2070.32196,23.484687,35314.36456,886.546944,631.884866,1820.063262,2847.518329,16874.48169,6.605068,1.467793,333.189,63.848993,14217.04254,30704.02689,12.47624,3.669482,325.116139,407.312544,359.609274,843.247052,69.720165,156.31995,137.238641,12.47624,11.008447,7.338965,303.833141,29.355859,24.95248,256.863767,499.049604,179.804637,1009.107655,430.797232,532827.9233,456.483608,508.590258,1638.056936,23450.19412,104.2133,2.935586,1555.126634,2253.79608,432.998921,3621.045215,55.042236,722.154133,805.084435,68.252372,1487.608158,860.860567,342.729655,0.733896,22.016894,3.669482,704.540618,275.945075,157.053846,190.813084,692.798274,140.908124,347.86693,19.081308,9.540654,4.403379,200.353738,37.42872,73.389648,231.17739,11.742344,717.750754,1356.240689,1814.19209,57.977822,31.557548,8.806758,8.072861,101958.7697,14.67793,3.669482,23.484687,47.703271,2.201689,29353.65737,183.474119,24.218584,227.507908,35.227031,3952.032526,609.867972,2.201689,3461.78968,6632.222459,6050.976449,559.229115,1072.956649,720.68634,2486.441263,9555.332125,59.445615,51.372753,893.885908,0.733896,4862.064157,79.994716,160.723328,959.936591,15188.72148,1.467793,26.420273,1538.980911,18.347412,19.081308,3.669482,2.935586,102.01161,22.016894,5.871172,87.333681,33.759238,0.733896,321.446657,264.936628,2.201689,71.921855,1.467793,0.733896,7.338965,357.407584,25.686377,5.137275,9.540654,7.338965,11.008447,39.63041,35.227031,34.493134,586.383285,63.848993,4415.121203,6.605068,2858.526776,4.403379,8.072861,224.572322,116.68954,82.196405,129.16578,16.879619,6.605068,77.05913,31.557548,43.299892,173.199568,3.669482,51.372753,16.145722,1.467793,22.750791,41.098203,3.669482,214.297771,299.429762,0.733896,81.462509,6.605068,60.179511,47.703271,31.557548,563.632494,5.871172,168.79619,49.171064,13.210137,21.282998,4.403379,22.016894,50.638857,6.605068,11.008447,35.227031,41.832099,74.123544,3372.988206,38.896513,541.6156,24.95248,91.003163,249.524802,10961.47777
TCGA.DA.A3F3.06,10029.4582,20103.87037,10194.08418,8184.908231,3644.145956,1999.323022,3961.902838,11.084542,9422.887404,672.256971,316.319998,16056.78077,15976.52048,41195.70191,29.35351,19.090045,953.270648,151.899285,44649.76849,27310.4651,32.843089,4.310655,2216.908484,2475.137269,563.46424,95.860765,78.002336,139.583127,100.17142,314.472574,90.934302,23.400701,3223.549151,131.167085,42.901285,95.244957,52.754211,20.116392,46421.03731,153.746709,25731.32835,183.921296,2314.000865,98.734535,20609.03813,293.740374,1.231616,178.173756,17653.98123,468.629821,507.630989,89.292147,972.360693,779.202278,2023.955338,2458.920994,7040.9424,748.206613,14.368851,17.65316,2.257962,223.333003,83.134068,131.988163,619.50276,643.10873,153.951978,232.775391,80.465567,13.958313,20.52693,6.773887,1.847424,831.135412,357.579128,8.005503,99.760882,162.778558,204.242958,84.776223,14.77939,6.158079,350.805241,68432.06479,180.226449,1.642154,11.495081,6.363348,8.416041,10915.40051,358.810744,118.645658,30.790396,53.985827,6540.495836,2038.529459,24.427047,3555.059078,21860.35981,4275.759604,790.286821,1575.441909,2053.924657,4956.227347,10018.37366,48.854094,81.491914,1714.819766,32.43255,31051.2929,1006.024859,534.315999,69004.56088,18387.81899,11.084542,46.390863,1311.260315,11.084542,70.202102,49.675172,171.1946,69.381025,107.766385,42.901285,679.646666,49.880441,22.374354,119.466735,35.922128,9.852927,133.425048,1.847424,3.694847,162.778558,637.566459,5.95281,11.289812,341.362853,15.805736,26.069202,38.590629,41.669669,7.184426,314.472574,45.159247,1270.616992,29.35351,158.673172,15.189929,12.521428,251.660167,21.758546,96.681842,67.123062,2.463232,14.984659,93.602803,32.227281,19.911122,2457.07357,28.121895,412.386032,82.312991,2.257962,40.848592,41352.73293,4052.631871,5037.719261,42.696015,5.95281,156.41521,18.474237,861.515269,6321.268219,107.561115,100.37669,23.811239,139.583127,114.745541,188.84776,78.412874,5.131733,23.400701,76.975989,39.616976,38.795898,23070.62763,22953.41885,1494.976342,56167.63441,29.55878,6456.335422,1.847424,114.745541,1020.393711,179149.401
